gif_id,title,category,match_source,matched_job,created,latest_snapshot,views,lifetime_views_per_day,recent_views_per_day,recent_window_days
ApgAv4fFKYE5zQmdet,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_REIJNDERS,2026-06-18,2026-08-03,13984,304.0,136.0,7
ptWaTNOtCbJyFoPOsI,Run Fall Over GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,76850,439.1,134.0,7
hkJqI1Z2eMIZGjaLGr,World Cup Football GIF by OneFootball Heads,player,upload-log,TURKIYE_GULER,2026-06-18,2026-08-03,10838,235.6,132.3,7
EbEX6H0ZYbCTI9nI25,Sad Mistake GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,53209,304.1,132.3,7
oLP7BIj99u0sFUlnsV,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_ORANJE,2026-06-18,2026-08-03,17806,387.1,132.1,7
qeTcrWW3wozMaIX6Af,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,127875,655.8,131.9,7
JfqESuqy1kOf3HTr8Y,Frustration Swirling GIF by OneFootball Heads,reaction,slug,,2025-08-04,2026-08-03,52083,143.1,131.9,7
UPnKAxvJFJWIJn1NNK,Happy Football GIF by OneFootball Heads,player,upload-log,NORWAY_HAALAND_HAALAND_NT,2026-07-06,2026-08-03,14565,520.2,131.0,7
XjiCTell4KeSfAqaQZ,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,81093,415.9,130.7,7
0OVzKdoHvIwJL7RduN,World Cup Football GIF by OneFootball Heads,country,upload-log,SPAIN_FABIAN_RUIZ,2026-06-18,2026-08-03,58460,1270.9,129.9,7
kAZI2CjoJeDdkShdIp,World Cup Football GIF by OneFootball Heads,country,upload-log,PANAMA_MAREA_ROJA,2026-06-18,2026-08-03,11117,241.7,129.9,7
VOuTYkX8OhXjetxwQ5,World Cup Football GIF by OneFootball Heads,country,upload-log,CZECHIA_PIVO,2026-06-18,2026-08-03,8571,186.3,129.4,7
j4tl0BRFWySCPi8I98,World Cup Football GIF by OneFootball Heads,country,upload-log,SENEGAL_TERANGA,2026-06-18,2026-08-03,16437,357.3,128.0,7
6guW2txh6RAr0RCnTP,April Fools Football GIF by OneFootball Heads,football-generic,slug,,2026-03-26,2026-08-03,135127,1039.4,126.1,7
DYwNxxZXbBlCDPb8Ef,Germany Football Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,1361,113.4,125.3,7
RjBXlk32cZwWJwL4gS,World Cup Football GIF by OneFootball Heads,country,upload-log,JORDAN_NASHAMA,2026-06-18,2026-08-03,16700,363.0,125.1,7
hVlGeCHhXYdIj5VuGy,World Cup Football GIF by OneFootball Heads,country,upload-log,PANAMA_VAMOS,2026-06-18,2026-08-03,15691,341.1,125.0,7
9Se0FcKFZFCt7lM2x3,World Cup Football GIF by OneFootball Heads,country,upload-log,CURACAO_DUSHI,2026-06-18,2026-08-03,8789,191.1,124.7,7
JhkFcH98uvMrnDgmn6,Sarcastic Football Fan GIF by OneFootball Heads,football-generic,slug,,2026-05-22,2026-08-03,45760,626.8,124.6,7
tUcJ0CqH4BsIKAIDrB,Germany Football GIF by OneFootball Heads,country,upload-log,GERMANY_AUF_GEHTS,2026-06-18,2026-08-03,18270,397.2,124.3,7
KPVPfTOGhR4ZDXsBWA,Angry Football Fan GIF by OneFootball Heads,reaction,slug,,2025-07-01,2026-08-03,60870,152.9,123.4,7
XIxeCLHT9zVohiL4T9,World Cup Football GIF by OneFootball Heads,player,upload-log,NORWAY_HAALAND,2026-06-18,2026-08-03,73254,1592.5,123.0,7
V2cgY6r7FOSTkCgBS1,Germany Football GIF by OneFootball Heads,country,upload-log,GERMANY_RUDIGER,2026-06-18,2026-08-03,13158,286.0,122.9,7
m6uaoa7xX7Dg2HnF6p,World Cup Football GIF by OneFootball Heads,country,upload-log,SOUTH_KOREA_DAEHAN,2026-06-18,2026-08-03,9602,208.7,120.1,7
MMQp5dVRWpDk5TKSk3,World Cup Football GIF by OneFootball Heads,country,upload-log,TURKIYE_YILDIZ,2026-06-18,2026-08-03,10645,231.4,120.0,7
NCXTJOeB6clLl1XIHm,Frustrated Football Fan GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,38838,504.4,120.0,7
NMa7tlk37iWeBOSmwr,World Cup Football GIF by OneFootball Heads,country,upload-log,SOUTH_KOREA_KIM_MIN_JAE,2026-06-18,2026-08-03,8790,191.1,119.4,7
nfDB8cFWhS4Dee2sgL,France Football GIF by OneFootball Heads,player,upload-log,FRANCE_OLISE,2026-06-18,2026-08-03,22697,493.4,119.4,7
5BgFFHb09dESx7zqli,Football England Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,1204,100.3,118.4,7
0iqkjAyJgiCpPLy3Fq,World Cup Football GIF by OneFootball Heads,country,upload-log,CZECHIA_LETSGO,2026-06-18,2026-08-03,7990,173.7,117.6,7
RKSWD89SckpaCkF7lB,World Cup Waiting GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,48569,630.8,117.6,7
UR5a8u78Xa7VdtyJIS,World Cup Football GIF by OneFootball Heads,player,upload-log,ENGLAND_BELLINGHAM,2026-06-18,2026-08-03,36122,785.3,117.0,7
1djpUfuj1q5zamopKb,Football England Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,1169,97.4,115.6,7
nNlKQlqY4lK6qAxiQV,World Cup Football GIF by OneFootball Heads,country,upload-log,USA_USA_USA,2026-06-18,2026-08-03,114341,2485.7,115.4,7
hvHkkgdpNyYBCNwWii,World Cup Football GIF by OneFootball Heads,country,upload-log,URUGUAY_CELESTE,2026-06-18,2026-08-03,24358,529.5,115.0,7
x3LVct059nDJWWHnBs,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_HUP_HOLLAND,2026-06-18,2026-08-03,18827,409.3,114.7,7
bfb6MDov8wj5qopEZC,Sad Sorry GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,60711,346.9,114.4,7
hZtR0YEJJ66b1a0Yrb,World Cup Football GIF by OneFootball Heads,country,upload-log,TUNISIA_EAGLES,2026-06-18,2026-08-03,9759,212.2,114.0,7
pKUmbMGZ5eNwfcEOwB,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_GAKPO,2026-06-18,2026-08-03,17881,388.7,113.9,7
pzLy6Kcx9jyVz05UxB,World Cup Football GIF by OneFootball Heads,country,upload-log,BRAZIL_MARQUINHOS,2026-06-18,2026-08-03,17479,380.0,112.9,7
WoJ1KruDxKQ1TdT7LG,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,500778,2568.1,112.4,7
lHQGU1fP8dCpgZhRQ8,Sad Its Over GIF by OneFootball Heads,reaction,slug,,2025-08-03,2026-08-03,121265,332.2,112.1,7
Atdw4UUjkYNWJaCahh,World Cup Football GIF by OneFootball Heads,country,upload-log,QATAR_ANNABI_AR,2026-06-18,2026-08-03,13554,294.7,111.9,7
eGITs6JOnYa9vtjIwc,World Cup Football GIF by OneFootball Heads,country,upload-log,BRAZIL_VAI_BRASIL,2026-06-18,2026-08-03,93763,2038.3,111.7,7
UpPyFzWrRSSCDjWW5S,France Football GIF by OneFootball Heads,country,upload-log,FRANCE_KONATE,2026-06-18,2026-08-03,11596,252.1,111.6,7
i09kDxdM8snHxPKl1i,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,321990,1651.2,109.7,7
592ZMrdelj8j8DlQ2w,Football Fan Summer GIF by OneFootball Heads,football-generic,slug,,2026-05-22,2026-08-03,58750,804.8,109.6,7
7t1kN8b7GyZljUC36u,Football Fan Wow GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,51841,159.0,109.6,7
vXbH7KQWGqNe9heXju,Excited Soccer GIF by OneFootball Heads,reaction,slug,,2025-07-01,2026-08-03,60384,151.7,108.7,7
Z9OWqReW3I4Jr4MEdB,World Cup Football GIF by OneFootball Heads,country,upload-log,SENEGAL_LIONS,2026-06-18,2026-08-03,11118,241.7,108.4,7
ujzbmxCome2mkPrd2s,Tired Back To School Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,1110,92.5,107.9,7
NzJ2mFSbkzVkj29CYP,World Cup Football GIF by OneFootball Heads,player,upload-log,USA_PULISIC,2026-07-05,2026-08-03,5165,178.1,107.6,7
JkGNpFYB3cY7FHn9sx,Champions League Vibes GIF by OneFootball Heads,football-generic,slug,,2026-05-22,2026-08-03,21191,290.3,107.4,7
YOy4wfZdVp39GaHWHa,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_REECE_JAMES,2026-06-18,2026-08-03,21141,459.6,106.9,7
btR3gAi7NqgMjA2aNz,World Cup Football GIF by OneFootball Heads,country,upload-log,NEW_ZEALAND_CMON_KIWIS,2026-06-18,2026-08-03,8595,186.8,105.7,7
f2A4QbhaMnmCOac22T,Tired Back To School Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,1077,89.8,105.6,7
VV5t8tfDi28sKVeaOj,Football England Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,1210,100.8,104.9,7
VTG38I0RqkksEgqTdJ,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,64418,330.3,104.6,7
c14InbFxtr5gAFCZfy,World Cup Football GIF by OneFootball Heads,country,upload-log,BELGIUM_COURTOIS,2026-06-18,2026-08-03,23081,501.8,103.9,7
tPrbmCVHFFg7K72O3L,World Cup Football GIF by OneFootball Heads,country,upload-log,NEW_ZEALAND_ALL_WHITES,2026-06-18,2026-08-03,8022,174.4,103.9,7
PictPG2QUCZqYQ7QJm,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,95729,490.9,103.1,7
Gizdqrs09PZXeoD16N,Football Happy Dance Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,1070,89.2,102.9,7
bKDPhQuR4aMtOTfzSz,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,421583,2162.0,102.1,7
5NxsFyN2WM2HjI1BpK,Celebrate World Cup GIF by OneFootball Heads,country,slug,,2026-01-20,2026-08-03,168451,863.9,102.0,7
jRRG7jt2Js6MacrDGd,Celebrate France GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,75881,389.1,101.4,7
nDLvxkW2XE2ZjcVKQR,World Cup Football GIF by OneFootball Heads,country,upload-log,USA_LETSGO,2026-06-18,2026-08-03,11745,255.3,101.1,7
TFVI6cSKjVwPaqZVKR,Football Fan Celebration GIF by OneFootball Heads,football-generic,slug,,2025-10-19,2026-08-03,57012,198.0,100.9,7
Foo1QLxlFskrsgYXD8,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_COME_ON,2026-06-18,2026-08-03,64922,1411.3,99.7,7
MrHh6mgOcdoAAO4tz0,Football Player Running GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,46711,143.3,98.7,7
SglBDgyXDRttbNrLM2,Soccer Warning GIF by OneFootball Heads,football-generic,slug,,2025-10-19,2026-08-03,75967,263.8,96.1,7
P2dP3D2kAzqcRPPaWr,World Cup Football GIF by OneFootball Heads,country,upload-log,SENEGAL_LETSGO,2026-06-18,2026-08-03,8221,178.7,95.7,7
qNokvWhj3oqF4D5q3D,World Cup Football GIF by OneFootball Heads,country,upload-log,SWEDEN_FLAG,2026-06-18,2026-08-03,10464,227.5,95.6,7
lo0xHsbZsqAXm3DxRm,France Football GIF by OneFootball Heads,player,upload-log,FRANCE_SALIBA,2026-06-18,2026-08-03,10814,235.1,95.4,7
3Ej0FdtgfzHznxfoaW,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,110749,567.9,95.1,7
MVdhlDm19paYqtsMfF,Germany Football GIF by OneFootball Heads,player,upload-log,GERMANY_KIMMICH,2026-06-18,2026-08-03,10969,238.5,94.7,7
pq5a9erYX0mupYAw0r,World Cup Football GIF by OneFootball Heads,country,upload-log,CURACAO_BON,2026-06-18,2026-08-03,8470,184.1,94.0,7
oC6Cx1YXBtvdoYXmZr,Celebration Wow GIF by OneFootball Heads,reaction,slug,,2025-08-04,2026-08-03,226191,621.4,93.3,7
ZEleEa4pY0l7ufKnSY,Hat Trick Football GIF by OneFootball Heads,football-generic,slug,,2026-03-26,2026-08-03,48524,373.3,92.9,7
GMsykn2kFJhMIBPMb9,World Cup Football GIF by OneFootball Heads,player,upload-log,BELGIUM_DOKU,2026-06-18,2026-08-03,25116,546.0,91.7,7
g1TgPevFB2j9fFhIUv,World Cup Football GIF by OneFootball Heads,country,upload-log,TURKIYE_FLAG,2026-06-18,2026-08-03,9643,209.6,90.4,7
gMAqaGlYLH1LnHhSQu,World Cup Football GIF by OneFootball Heads,country,upload-log,IVORY_COAST_ELEPHANTS,2026-06-18,2026-08-03,21039,457.4,89.6,7
zIf83ye6vDhxzHKtUd,Germany Football GIF by OneFootball Heads,player,upload-log,GERMANY_WIRTZ,2026-06-18,2026-08-03,12648,275.0,89.3,7
HOOTxxN5gUjEhJDUzT,Germany Football GIF by OneFootball Heads,country,upload-log,GERMANY_SCHLAND,2026-06-18,2026-08-03,12271,266.8,87.4,7
2jcJ3HFGUHkTyioaUT,World Cup Football GIF by OneFootball Heads,country,upload-log,TURKIYE_COCUKLAR,2026-06-18,2026-08-03,15957,346.9,87.1,7
H5b7aOpD0MCxbT3jFO,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,275368,1412.1,85.6,7
K53ka9tKBWvdlEmEiQ,World Cup Football GIF by OneFootball Heads,country,upload-log,TURKIYE_LETSGO,2026-06-18,2026-08-03,12359,268.7,84.6,7
shE8kiyTqgMBGFmkLs,April Fools Football GIF by OneFootball Heads,football-generic,slug,,2026-03-26,2026-08-03,77651,597.3,83.7,7
UGSaXOiJokVFwXEoAT,Confused Crypto GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,15214,197.6,83.4,7
HKNFJD7cAwpvlYa6p1,World Cup Football GIF by OneFootball Heads,country,upload-log,SWEDEN_LETSGO,2026-06-18,2026-08-03,10919,237.4,83.0,7
kAVvf8QMmCmXU7NDA6,World Cup Football GIF by OneFootball Heads,country,upload-log,AUSTRALIA_CMON_AUSSIE,2026-06-18,2026-08-03,10436,226.9,82.7,7
pUCY24xEv3FuNvWA54,Happy Football GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,36555,208.9,82.1,7
mp178ZHLC4sHfOgO12,Excited Good Vibes GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,40847,125.3,81.1,7
xjLbBByLJ19X487OlI,World Cup Football GIF by OneFootball Heads,country,upload-log,SENEGAL_FLAG,2026-06-18,2026-08-03,15588,338.9,80.0,7
pxIwqllLtTqwkP3P7q,France Football GIF by OneFootball Heads,country,upload-log,FRANCE_THURAM,2026-06-18,2026-08-03,12091,262.8,80.0,7
5bLSkn2OEV2LU4IPHI,World Cup Football GIF by OneFootball Heads,country,upload-log,PARAGUAY_ALBIRROJA,2026-06-18,2026-08-03,42742,929.2,79.3,7
YEzgbuQKP7ilTDmGni,World Cup Football GIF by OneFootball Heads,player,upload-log,ENGLAND_RICE,2026-07-05,2026-08-03,9673,333.6,78.7,7
Do7K8nCJQrwf7gsrRm,World Cup Football GIF by OneFootball Heads,country,upload-log,DRCONGO_LEOPARDS2,2026-06-18,2026-08-03,28796,626.0,78.6,7
9h1jNCrbYXENVlj1FP,Happy Game Day GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,74357,228.1,78.6,7
Wn5z9un3Nv5gIepz38,Tired Coffee Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,738,61.5,77.7,7
QozR1lmgh6PNPxiPDH,World Cup Football GIF by OneFootball Heads,country,upload-log,USA_MCKENNIE,2026-06-18,2026-08-03,8428,183.2,77.6,7
Xl33ygtw7ZElNbVTch,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,143898,737.9,77.6,7
x7ukpMi4J3VotdbBxy,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,64763,332.1,77.4,7
F0x8UfLG8yOQPPRCj9,World Cup Football GIF by OneFootball Heads,player,upload-log,USA_PULISIC,2026-06-18,2026-08-03,8640,187.8,77.0,7
DGjlGcceVl5RDQC6v7,Football Podcast GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,36722,209.8,76.4,7
K4y1b339hvcqk45WJ9,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_KOM_OP,2026-06-18,2026-08-03,235780,5125.7,75.7,7
2MJOk63MZDgJLnCWbP,Germany Football GIF by OneFootball Heads,country,upload-log,GERMANY_DEUTSCHLAND,2026-06-18,2026-08-03,8070,175.4,75.4,7
Fh1YBOMQy8ivv5QNzd,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_SAKA,2026-06-18,2026-08-03,16823,365.7,75.1,7
QMj3VgVVShzZkjSxTd,Jack O Lantern Fun GIF by OneFootball Heads,football-generic,slug,,2025-10-19,2026-08-03,77108,267.7,73.4,7
QgBxz4jlNWpq4U0VBL,France Football GIF by OneFootball Heads,country,upload-log,FRANCE_ALLEZ_LES_BLEUS,2026-06-18,2026-08-03,30121,654.8,72.3,7
jCb2I9TIDuTGehdSHx,World Cup Football GIF by OneFootball Heads,player,upload-log,ENGLAND_KANE,2026-07-05,2026-08-03,10792,372.1,70.6,7
JGpns399tHOQYO7P9u,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_COMING_HOME,2026-06-18,2026-08-03,25171,547.2,70.3,7
sT7JTqgV96345rxK6n,Nervous Football GIF by OneFootball Heads,reaction,slug,,2026-05-18,2026-08-03,21850,283.8,70.3,7
W4ZiN0w5JKJF4oK36b,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,435278,2232.2,69.7,7
akR7RsXOEBsCpVxsp6,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_THREE_LIONS,2026-06-18,2026-08-03,15743,342.2,69.4,7
W04ps2Hb3KrzSRGeh6,World Cup Football GIF by OneFootball Heads,country,upload-log,USA_FLAG,2026-06-18,2026-08-03,6473,140.7,68.9,7
UeWsyojUXHXZZbB2bZ,Lets Go Football Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,800,66.7,68.6,7
1XZi1EWSQLY3rMU5hb,Around The World Football Culture GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,68621,210.5,67.4,7
qvGvze34SYzFy0IOjo,World Cup Football GIF by OneFootball Heads,country,upload-log,BRAZIL_VINICIUS,2026-06-18,2026-08-03,27294,593.3,67.1,7
Px3XFOmPDLjRvP9YeG,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,318861,1635.2,65.4,7
KlL7G6C1HWtdM3YHse,Germany Football GIF by OneFootball Heads,player,upload-log,GERMANY_MUSIALA,2026-06-18,2026-08-03,9130,198.5,65.0,7
qY5hBUyiQSBf79ntVr,France Football GIF by OneFootball Heads,country,upload-log,FRANCE_KANTE,2026-06-18,2026-08-03,11394,247.7,64.6,7
Ad00UhfBWCrf6iIraA,World Cup Football GIF by OneFootball Heads,country,upload-log,ENGLAND_GUEHI,2026-06-18,2026-08-03,17512,380.7,64.4,7
fAP7QAJ1xFD6JTFM1e,Celebration Wow GIF by OneFootball Heads,reaction,slug,,2025-08-04,2026-08-03,75832,208.3,61.3,7
nSbqs9LRfXGcnpxZSo,Football Portugal Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,678,56.5,60.9,7
XB8mTbeXNfl7OIlAkt,World Cup Football GIF by OneFootball Heads,country,upload-log,NETHERLANDS_GRAVENBERCH,2026-06-18,2026-08-03,10155,220.8,60.7,7
xD1vpKInrkzJ3Fxael,Space Time GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,23654,135.2,60.7,7
WmTuF4gz4C3ZfoHQGw,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,217980,1117.8,60.7,7
FzxAj0hfgyAdsW40AC,Lets Go Success GIF by OneFootball Heads,reaction,slug,,2025-06-18,2026-08-03,37662,91.6,60.3,7
wDcx1Rm1hXxGKefyTR,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,333394,1709.7,59.4,7
sKf6fbM0Fhn4keHMYX,Big Game Outta This World GIF by OneFootball Heads,football-generic,slug,,2025-09-11,2026-08-03,141327,433.5,59.4,7
7uuBgvGPs6E5EttML4,World Cup Football GIF by OneFootball Heads,player,upload-log,BRAZIL_RAPHINHA,2026-06-18,2026-08-03,12882,280.0,58.4,7
NKb9LW9MrxO48Cd9Mu,Not Funny Football GIF by OneFootball Heads,football-generic,slug,,2026-03-26,2026-08-03,26771,205.9,53.6,7
kkOOWhftIUKH1gRFI3,Hype Celebrate GIF by OneFootball Heads,reaction,slug,,2025-10-23,2026-08-03,66399,233.8,53.4,7
YIVMHeeUzrNYt7qSqJ,World Cup Football GIF by OneFootball Heads,country,upload-log,BRAZIL_CASEMIRO,2026-06-18,2026-08-03,46721,1015.7,53.3,7
BCu7HM8TzjOxYRWxCB,Pumpkin Spice Smile GIF by OneFootball Heads,football-generic,slug,,2025-10-19,2026-08-03,35895,124.6,53.3,7
hftSnrV7jiNn6MkQk4,France Football GIF by OneFootball Heads,country,upload-log,FRANCE_MAIGNAN,2026-06-18,2026-08-03,26698,580.4,53.1,7
LgaosMJFuBdaBg4Zqw,World Cup Football GIF by OneFootball Heads,player,upload-log,BRAZIL_ALISSON,2026-06-18,2026-08-03,15233,331.2,52.6,7
5b6DvVHMPq5kG9QBE7,World Cup Football GIF by OneFootball Heads,player,upload-log,URUGUAY_VALVERDE,2026-06-18,2026-08-03,10515,228.6,52.4,7
oowpSQYkmY8zkkApHu,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,713941,3661.2,52.1,7
4kS6IZ8afwMArzMNt3,Lets Go Football Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,568,47.3,51.9,7
B1AR811Im6IVrbjfbH,Football Portugal Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,583,48.6,50.7,7
a3sOeDI1ZuE2UEGEjr,Happy Football GIF by OneFootball Heads,reaction,slug,,2025-07-01,2026-08-03,49967,125.5,50.3,7
soFxWwpvpFThVlZGd4,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,341411,1750.8,50.0,7
aA455rZHUzTePr7fRv,Happy Holidays GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,19679,112.5,49.0,7
aW3mqoINZ433Rj4TMz,Happy Green Flag GIF by OneFootball Heads,reaction,slug,,2026-02-09,2026-08-03,43108,246.3,48.1,7
XCB5P8yCHz9CiAl41q,I Love You Couple GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,53618,275.0,47.6,7
fkhqUwfGzSYOrSTJp9,Excited Lets Go GIF by OneFootball Heads,reaction,slug,,2025-08-03,2026-08-03,21157,58.0,46.1,7
mLYuk0RvMxWAISGnCA,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,61724,316.5,45.3,7
AhaWzd6OjdlgzY8poL,World Cup Football GIF by OneFootball Heads,country,upload-log,CANADA_CMON,2026-06-18,2026-08-03,16073,349.4,45.0,7
fLLDOs1PXL5od8aETL,World Cup Football GIF by OneFootball Heads,country,upload-log,CANADA_ALLEZ,2026-06-18,2026-08-03,9747,211.9,44.9,7
ocHIQm4HwUXQHcA1U0,World Cup Football GIF by OneFootball Heads,country,upload-log,URUGUAY_VAMOS,2026-06-18,2026-08-03,10470,227.6,44.4,7
Smkq4gh20rTCo9XA5K,Football Celebration Superfans GIF by OneFootball Heads,reaction,slug,,2025-10-23,2026-08-03,59676,210.1,42.7,7
JcOB2VB2OeXB5ExpHH,Gerald Calm Down GIF by OneFootball Heads,reaction,slug,,2025-10-31,2026-08-03,43765,158.6,42.0,7
OlLlVUZxrcqZm6RPza,Excited Digital Art GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,13942,181.1,41.4,7
XHby9xOM0HPzPJ6tqF,World Cup Football GIF by OneFootball Heads,country,upload-log,AUSTRALIA_SOCCEROOS,2026-06-18,2026-08-03,11868,258.0,40.7,7
N6xT6C3SVJJSwH8Mgl,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,47900,245.6,39.9,7
tA9rysiKx5ifhNfO2T,Halloween Smile GIF by OneFootball Heads,football-generic,slug,,2025-10-19,2026-08-03,85227,295.9,39.6,7
v5PJmNVxWOTTThmnQg,Excited World Cup GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,88756,1152.7,39.3,7
UM7sju7MO1wK6KpVdR,World Cup Football GIF by OneFootball Heads,player,upload-log,ENGLAND_KANE,2026-06-18,2026-08-03,14395,312.9,39.0,7
l23aOmdgpH4PVpPOOF,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,295001,1512.8,38.3,7
o582qaiYg31UCY2MHB,World Cup Football GIF by OneFootball Heads,player,upload-log,CANADA_DAVIES,2026-06-18,2026-08-03,8637,187.8,37.3,7
MU4wAQ5AZqlBJTyGFw,Celebrate World Cup GIF by OneFootball Heads,country,slug,,2026-01-20,2026-08-03,59907,307.2,36.9,7
GAczcLkdTCTPS01kQy,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,422937,2168.9,35.4,7
q28otU4WUdpleg49zb,Football Vamos Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,352,29.3,34.6,7
ETRiqfIqLgrKzy4eOO,Football England Sticker by OneFootball Heads,country,title,,2026-07-22,2026-08-03,449,37.4,34.4,7
zdfDUrgmjZWA1HNsfu,Celebrate France GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,88578,454.2,33.7,7
R4K3oSgQ7goRV5dQW2,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,62656,321.3,32.3,7
zAo4CHpNAaNDg27lmG,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,226066,1159.3,32.3,7
C4yn5gQdilKTzToTFh,Football Vamos Sticker by OneFootball Heads,uncategorised,none,,2026-07-22,2026-08-03,321,26.8,31.3,7
vnuMwvlswGMW38poq2,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,42960,220.3,31.1,7
fsCP6Oda0qmhcNPKE1,Tag4 Tag5 GIF by OneFootball Heads,football-generic,slug,,2026-05-18,2026-08-03,33873,439.9,31.0,7
bktvFDtSnncI1w598s,Celebrate World Cup GIF by OneFootball Heads,football-generic,slug,,2026-01-20,2026-08-03,306239,1570.5,30.3,7
E7J4gMgNzH8P5fJIir,Excuse Me What GIF by OneFootball Heads,reaction,slug,,2025-08-04,2026-08-03,27552,75.7,29.6,7
AkjBpF1TnoWQNI57N8,World Cup Football GIF by OneFootball Heads,country,upload-log,CANADA_GO_CANADA,2026-06-18,2026-08-03,15070,327.6,28.4,7
2XtaKuSyUmADvFNWeB,Lets Go Please GIF by OneFootball Heads,reaction,slug,,2025-08-04,2026-08-03,34435,94.6,28.1,7
